tweet_id,created_at,text,in_response_to_tweet_id
296994,Fri Oct 06 19:52:28 +0000 2017,"@sprintcare ""Currently""? In that case I expect an update when you have an answer. I've already sent you a DM with my info, 12+hr ago",296993
296998,Fri Oct 06 18:41:28 +0000 2017,@sprintcare  https://t.co/U7MnDchaCd,296999
297583,Fri Oct 06 19:23:54 +0000 2017,"@sprintcare @186888 Towers updated, customers with connection issues have to call sprint, get another number to call to update devices.",297582
297584,Fri Oct 06 19:27:31 +0000 2017,@sprintcare @186888 Three years ago when suddenly no service I was told to power down my device. On wifi rn bc no internet. Lol why??,297582
297593,Fri Oct 06 19:01:14 +0000 2017,@sprintcare I have no service anywhere,297592
298218,Thu Oct 12 22:35:52 +0000 2017,@sprintcare @116447 I’m still waiting for my second call back it’s been five days! I’ve left voicemails and sent an email. What’s going on?,298217
299329,Fri Oct 06 19:51:23 +0000 2017,@sprintcare Fuck you,299328
299332,Fri Oct 06 23:09:38 +0000 2017,@sprintcare Ok been an hr someone want to  reply now?,299331
300266,Fri Oct 06 20:25:24 +0000 2017,@sprintcare The @115858 website begs to differ https://t.co/CGLoBi5gtb,300265
300269,Fri Oct 06 20:29:42 +0000 2017,@sprintcare So I can't upgrade my SPRINT phone in a SPRINT store? I pay my bill to sprint why can't I do the transaction at a sprint store?,300268
300271,Fri Oct 06 20:34:19 +0000 2017,@sprintcare Huh. Well that's shitty. Thanks I guess,300270
300273,Fri Oct 06 20:27:39 +0000 2017,@sprintcare I did attach a short video. The cust serv rep was able to activate the phone. Honestly though 9/10 these kinds of issues occur on ur site https://t.co/NM6F9X4Ubk,300272
300274,Fri Oct 06 20:16:56 +0000 2017,@sprintcare Chrome and Safari with the same result.  Trying to activate new phone.  On with Cust Care.  Just wanted you to know it's a chronic issue.,300275
300276,Fri Oct 06 20:12:14 +0000 2017,"@sprintcare Are you trying to ask me if my internet connection is slow?  If so, then no.  Specifically the sprint website.  Almost every time.",300277
300867,Fri Oct 06 20:40:19 +0000 2017,"@sprintcare My phones the only one that’s working well (thanks for that) we need google maps to navigate, 10 days = expensive data. It’s a pain",300866
300870,Fri Oct 06 20:44:34 +0000 2017,"@sprintcare After 45 minutes of trying to get an answer from 3 different representatives, I’m hoping it’s now solved but I’ll keep you updated AF.",300869
301311,Fri Oct 06 21:14:58 +0000 2017,"@sprintcare Where do I start?  89012, 89110, 89030, 89113, 89074, 89011, 89142....  MY zip code at home is 89012 but it is ALL over town!",301310
302815,Fri Oct 06 22:00:48 +0000 2017,"@sprintcare maybe not make me have only 2/5 bars of service anywhere and everywhere i go
that'd be a good START",302814
303800,Fri Oct 06 22:39:27 +0000 2017,@sprintcare Then you insult me by #compensating me with my own $10 shipping fee. #WTF I have a business to run! #bloodboilinglikecoffee,303799
303805,Sat Oct 07 01:01:17 +0000 2017,@sprintcare Thanks for wasting more of my time @115714 your phones will be returned ASAP!!! #thoughtonlydogschasetheirtales,303804
303801,Fri Oct 06 22:33:31 +0000 2017,@sprintcare Been waiting since 9/22. Luckily I called to find the truth. Now you want more money on new contract. Sorry. Y’all lost on this one #badbiz,303799
303802,Fri Oct 06 22:30:55 +0000 2017,"@sprintcare I have this nice iPhone 8Plus case, and no phone! You cancelled my contract, lied about it not being cancelled and phone on the way. https://t.co/bG9XOQbXNI",303799
305506,Fri Oct 06 23:04:13 +0000 2017,"@sprintcare bill is $45 more then what we were quoted, customer service refuses to help us &amp; the sales rep @188958 store lied to get us in our contract",305505
305509,Fri Oct 06 23:59:38 +0000 2017,@sprintcare Messaged you,305508
305511,Fri Oct 06 22:46:34 +0000 2017,@sprintcare Done!,305510
305512,Fri Oct 06 22:12:46 +0000 2017,@sprintcare Will do!,305513
305514,Fri Oct 06 21:57:28 +0000 2017,@sprintcare Thanks but that's all very vague.  Do you have any specifics about restoration?,305515
305516,Fri Oct 06 21:48:03 +0000 2017,@sprintcare There's nothing on that page about Puerto Rico - what am I missing?,305517
306430,Fri Oct 06 23:23:55 +0000 2017,@sprintcare I have called to upgrade and after 80 minutes they told me I could. It order phones without my other phones with me to change settings.,306429
306434,Fri Oct 06 23:33:48 +0000 2017,@sprintcare Sent,306433
306780,Fri Oct 06 23:20:04 +0000 2017,@sprintcare Sure. I'm only here for UVerse ONLY BC I'm moving and its the only service at the new complex. Ive been w Sprint 15yrs💜,306779
307094,Fri Oct 06 23:33:59 +0000 2017,@sprintcare At this point I'm fed up and disappointed  and ready to leave,307093
307095,Fri Oct 06 23:33:17 +0000 2017,"@sprintcare I already tried speaking with a Supervisor and wasn't concerned with anything I was explaining and told me "" u need to understand""",307093
307643,Sat Oct 07 00:00:15 +0000 2017,"@sprintcare Data constantly slowing or not responsive, have to set to airplane and back,  does with S7 Edge and iPad Mini 4.",307642
308098,Sat Oct 07 00:25:19 +0000 2017,@sprintcare Because your offshore reps obviously dont care about my business,308097
308099,Sat Oct 07 00:24:19 +0000 2017,@sprintcare 7864730131,308097
308100,Sat Oct 07 00:24:13 +0000 2017,@sprintcare How about you guys call me,308097
308747,Sat Oct 07 01:07:15 +0000 2017,"@sprintcare That's okay, I will walk into another store where the employee isn't blatantly rude and will talk to me. Do you suggest AT&amp;T or Verizon?",308746
308751,Sat Oct 07 03:11:28 +0000 2017,@sprintcare The closest store is the one where the employee walked away from us.,308750
308748,Sat Oct 07 03:09:47 +0000 2017,@sprintcare I prefer to do business face to face but your associates in Moscow Idaho can't be bothered. I have been a Sprint customer for 16 years. Sad.,308746
308749,Sat Oct 07 00:09:35 +0000 2017,@sprintcare So you can't have your employees explain this to me in store? Or sell me a phone when I am standing there with cash in hand?,308753
310101,Sat Oct 07 02:09:22 +0000 2017,@sprintcare Paper,310100
310104,Sat Oct 07 02:17:07 +0000 2017,@sprintcare Ok,310103
310102,Sat Oct 07 01:42:33 +0000 2017,@sprintcare 10/29/2017,310105
310106,Sat Oct 07 01:18:58 +0000 2017,@sprintcare Monthly phone bill,310107
310423,Sat Oct 07 01:52:49 +0000 2017,@sprintcare Why would I pay full price. 24 month was still less then 18 month lease per month,310424
310427,Sat Oct 07 14:51:54 +0000 2017,@sprintcare that would be great because this is unacceptable. i have been trying to get my phone unlocked for the last week and a half!! no one helps!,310426
310933,Sat Oct 07 03:00:29 +0000 2017,@sprintcare It took my 10 minutes to load this tweet that’s what’s going on,310932
311798,Sat Oct 07 03:32:25 +0000 2017,@sprintcare Message sent.,311797
312726,Sat Oct 07 22:12:23 +0000 2017,"@sprintcare Feel free to start a dialogue but I fear it will have no effect or lasting change on this archaic, unsympathetic system of service.",312725
313765,Sat Oct 07 05:39:06 +0000 2017,@sprintcare No I was just asking @136221 if pixel was coming to sprint it should,313766
313944,Sat Oct 07 06:14:47 +0000 2017,@sprintcare I must’ve overlooked where you placed your apology??? https://t.co/EUVtw7sSZI,313943
313947,Sat Oct 07 07:49:52 +0000 2017,"@sprintcare After 7 hours of trying to get this issue resolved, I’m tapping out. 3:49am....I need a break before DMing to address this issue again https://t.co/Vf9UxDEZMX",313946
313949,Sun Oct 08 03:13:01 +0000 2017,@sprintcare I have sent a DM and am waiting on a response,313948
313950,Sun Oct 08 14:54:17 +0000 2017,"@sprintcare I reached out via DM yesterday and was let down once again! Explained the issue, rep made contact, we chatted for a bit, then I got ignored",313948
313951,Sun Oct 08 14:55:43 +0000 2017,"@sprintcare I didn’t use foul language, but asked if I could be helped last night - zero reply!!! How can you justify this type of service?!?",313948
314446,Sat Nov 25 05:22:34 +0000 2017,@sprintcare I have already send a DM to sprintcare. wish to get your help. Thanks a lot.,314445
90760,Thu Nov 30 14:23:40 +0000 2017,@sprintcare Is this on the Sprint web page?,90759
315721,Sat Oct 07 07:29:20 +0000 2017,@sprintcare Never mind the phone sucks ass #iphone,315720
321303,Sat Oct 07 12:55:17 +0000 2017,@sprintcare Do you have a current coverage map with locations of towers and what is currently covered?  Im in Guaynabo...and dont have signal,321302
321304,Sat Oct 07 12:26:30 +0000 2017,"@sprintcare Any updates?  Its hard to open webpages, since you know....no internet and limited cell signal.",321307
321309,Sun Oct 01 17:47:29 +0000 2017,"@sprintcare Any updates?  How many towers were destroyed, remain, fixed?  Any information?",321310
321312,Sat Sep 30 13:17:11 +0000 2017,"@sprintcare @188961 part of problem on our island.  Companies aren't getting things done, and wont communicate progress. 6 days...no update.",321313
321314,Sat Sep 30 13:05:31 +0000 2017,@sprintcare Any updates yet? @115714,321315
321316,Sat Sep 30 00:05:48 +0000 2017,@sprintcare Any update from the day?,321317
321320,Fri Sep 29 12:32:07 +0000 2017,@sprintcare @192552 Sep 25 was last update pertaining to island...ita now sep 29.  We need updates,321321
321322,Thu Sep 28 01:46:14 +0000 2017,@sprintcare Any new updates on towers in Puerto Rico ? Specifically 00773 .. day 8 don’t have info on parents still.,321323
321324,Sat Sep 23 17:49:45 +0000 2017,@sprintcare Ok thanks,321325
321920,Sat Oct 07 13:30:46 +0000 2017,@sprintcare Yo save the Robotic responses and help me get my shit working.... 👏🏽,321919
322591,Sat Oct 07 13:58:55 +0000 2017,@sprintcare Why? I DM and didn’t get a response from you either... customer support and concern at its finest,322590
324014,Sat Oct 07 14:53:31 +0000 2017,@sprintcare @115714 Done,324013
324979,Sat Oct 07 15:39:25 +0000 2017,"@sprintcare Guys, No Service since Sept. 20. All the other carriers are up and running. I’m writing from a @115911 iPad. Why they can and you don’t?",324978
326058,Sat Oct 07 16:08:34 +0000 2017,@sprintcare Ok done thanks,326057
327290,Sat Oct 07 16:49:30 +0000 2017,@sprintcare Thank you I will send details as soon as I get some free time,327291
327294,Sat Oct 07 17:37:01 +0000 2017,@sprintcare Having two different customer care reps hung up on me as I’m trying to resolve an issue with my phone is the problem,327293
327298,Sat Oct 07 17:02:31 +0000 2017,@sprintcare @116447 You have no idea how disgusted I am.,327297
327301,Sat Oct 07 16:49:11 +0000 2017,@sprintcare On the phone with my 7th person today between you and UPS. Will you be my 8th?,327300
329508,Tue Nov 07 06:57:11 +0000 2017,@sprintcare I'm trying to do make a payment arrangement and this comes up https://t.co/1SzYFLZjGP,329509
330651,Sat Oct 07 17:54:53 +0000 2017,@sprintcare I have given multiple opportunities and the best you can do is tell me to add a line if I want a new upgrade.,330652
330653,Sat Oct 07 17:46:20 +0000 2017,@sprintcare @115911 is already attempting to help me more than you guys have over the last two days.,330654
331129,Sat Oct 07 17:48:04 +0000 2017,@sprintcare Y’all be charging me an arm and led that’s what’s up ..,331130
331818,Sat Oct 07 18:36:05 +0000 2017,@sprintcare Other people....can i?,331819
331824,Sat Oct 07 18:55:54 +0000 2017,"@sprintcare What you go do? The phone always hot, charger hot, no service and you keep asking me for a DM. Send me some new phones that actually WORK!!!",331823
331825,Sat Oct 07 18:54:12 +0000 2017,@sprintcare What are you going to do? I went to the corporate store and he gave me a new charger. No service so he gave me a charger. That makes sense,331823
332233,Sat Oct 07 19:12:42 +0000 2017,@sprintcare I keep hitting a brick wall! @195107,332232
332236,Sat Oct 07 19:31:03 +0000 2017,"@sprintcare @195107 I’ve been so patient, but he’s not very responsive. Sometimes it takes 3 emails from me &amp; a few days for a response. It’s hit and miss!",332235
332639,Sat Oct 07 21:08:28 +0000 2017,@sprintcare Oh I see. It was just this past Sunday I upgraded.,332638
332642,Sat Oct 07 21:24:01 +0000 2017,@sprintcare Yes. The main line. I just have one line on my phone.,332641
332644,Tue Oct 10 23:55:37 +0000 2017,"@sprintcare Oh. I see. The unlimited everything plan. Well, I hope that’s what you’re asking me.",332643
332646,Wed Oct 11 01:25:45 +0000 2017,@sprintcare Oh. Device. I had an iPhone 6plus. Went to the 8plus. I think we’re on the same page now.,332645
332978,Sat Oct 07 19:25:14 +0000 2017,@sprintcare All of the above,332977
333397,Sat Oct 07 19:43:41 +0000 2017,@sprintcare your service sucks tbh..i pay $130 every month for unlitmited data not for service to work when it feel like it. it's ridiculous,333396
333401,Sat Oct 07 20:14:53 +0000 2017,@sprintcare the signal bars are customarily two bold dots and yes this happens frequently,333399
334278,Sat Oct 07 20:10:35 +0000 2017,@sprintcare If you look in your DM you will see several issues already in there I wasn’t to speak with the higher ups,334277
335132,Sat Oct 07 21:50:20 +0000 2017,@sprintcare 1. I traded in my old phone for an upgrade. I sent it by mail because I got the return kit. I sent in a perfect condition phone,335131
335520,Sat Oct 07 21:03:02 +0000 2017,@sprintcare iPhone,335519
335914,Sat Oct 07 21:17:33 +0000 2017,@sprintcare If I'm cancelling my service it seems ridiculous that I have to wait a month to pay to get my phones unlocked. I just want out.,335913
335917,Sat Oct 07 21:24:10 +0000 2017,"@sprintcare Yes, it says I need to pay ETF fees and the cost to keep my phone. Which you refuse to give me in writing until November 3rd.",335916
335926,Sat Oct 07 21:01:59 +0000 2017,@sprintcare She called the number you provided earlier today. They want to charge her $100. You need to do better for these people nearly killed.,335928
335929,Sat Oct 07 21:06:14 +0000 2017,@sprintcare And she has no phone... We are helping her.,335927
335930,Sat Oct 07 21:05:29 +0000 2017,@sprintcare She's not on Twitter. What else?,335927
336353,Sun Oct 08 22:56:43 +0000 2017,@sprintcare It's better today.,336352
337619,Sat Oct 07 22:06:23 +0000 2017,@sprintcare your network is shit and you refuse to spend ANY money to upgrade it.,337621
337625,Sat Oct 07 22:58:23 +0000 2017,@sprintcare My question to you @115714: How is it your operators can't contact stores that sell your contracts/products? So frustrating.,337624
337626,Sat Oct 07 22:55:03 +0000 2017,"@sprintcare Then he asked, after 70 mins, if we could just talk tomorrow...on a Sunday. It's my one off day each week...so sure. Can't wait.",337624
337627,Sat Oct 07 22:51:10 +0000 2017,"@sprintcare Yes, he called back to tell me he was unable to locate a number to contact the @127271 I signed my contract at.",337624
338433,Sat Oct 07 22:36:57 +0000 2017,@sprintcare You guys tweet me this shit  every time and NOTHING changes.... I WILL NOT FOLLOW U...,338434
338810,Sat Oct 07 22:48:53 +0000 2017,@sprintcare I been with sprint since September 29th and I have unlimited data and my internet data still goes by slow,338811
339034,Sun Oct 08 00:59:03 +0000 2017,@sprintcare No I am looking for help with a bill for a line i had to cancel due to my mom’s passing. I called CS but no help there.,339033
339609,Sat Oct 07 23:41:14 +0000 2017,@sprintcare I have DM'd sprint and received no response. So please let me know how to follow up.,339610
339611,Sat Oct 07 23:26:39 +0000 2017,"@sprintcare I am waiting on a response from your escalations team. Someone called and I couldn't here them two days ago and no follow up, since",339612
339613,Fri Oct 06 16:36:12 +0000 2017,@sprintcare Hello. I am still waiting on a follow up from @115714,339614
340698,Sun Oct 08 00:33:15 +0000 2017,"@sprintcare your service is terrible and y’all keep increasing my bill and not telling me details, sending me on a adventure just to figure out why",340700
340703,Sun Oct 08 00:37:37 +0000 2017,@sprintcare @115725 you want my business? Lol hook it up! Ready to leave @115714,340702
341178,Sun Oct 08 00:59:36 +0000 2017,@sprintcare Message sent. I have already tried to deal with this in store and on the phone.,341177
341181,Sun Oct 08 00:47:43 +0000 2017,@sprintcare You can assist me in lowering my bill,341182
343232,Fri Oct 13 01:11:48 +0000 2017,@sprintcare It is a long story. I am still not satisfied and very upset.,343231
344532,Sun Oct 08 01:35:38 +0000 2017,@sprintcare @116447 Thanks so much!,344531
344768,Sun Oct 08 01:46:20 +0000 2017,@sprintcare Seriously? Did you call the number on your mobile?,344767
344952,Sun Oct 08 16:45:59 +0000 2017,@sprintcare @198071 This thread is a great example of bad social media automation 😂,344951
345050,Sun Oct 08 13:54:32 +0000 2017,@sprintcare Still getting the run around! Thanks for absolutely nothing! Glad I’m headed to church! To God be the Glory!,345049
345787,Sun Oct 08 03:10:32 +0000 2017,@sprintcare Y no pienso pagar un servicio que no estoy recibiendo.,345786
345788,Sun Oct 08 03:10:04 +0000 2017,@sprintcare Respuesta siempre es la misma. Nunca saben cuándo van a restablecer el servicio en el área sur de PR. Todo es área metro.,345786
345789,Sun Oct 08 03:09:00 +0000 2017,@sprintcare No tengo necesidad de enviar ningún mensaje porque hace 17 días que no tengo señal. Ya he ido personalmente a tiendas de sprint y la,345786
345793,Sun Oct 08 03:36:36 +0000 2017,@sprintcare Check your DMs I’ve already tried talking to you fools. Your responses were as idiotic as the fools in the Philippines reading a script,345792
346870,Sun Oct 08 04:14:12 +0000 2017,"@sprintcare Not sure, KL. Little to no service as of late.",346871
346874,Sun Oct 08 04:18:47 +0000 2017,"@sprintcare Unless you can DM another two towers, I think we're done.",346875
346878,Mon Oct 09 19:03:41 +0000 2017,@sprintcare Can you tell me when? I tried to upgrade online and it wasn’t available for pre order,346877
346879,Sun Oct 08 04:44:01 +0000 2017,@sprintcare Thank you!,346877
347411,Sun Oct 08 05:15:27 +0000 2017,@sprintcare That link does not work,347410
347412,Sun Oct 08 05:15:21 +0000 2017,@sprintcare  https://t.co/l6QPUrj8m0,347410
347559,Sun Oct 08 05:30:28 +0000 2017,@sprintcare 😂😂😂😂 now it’s just getting ridiculous check your damn DM’s or the screenshot I Included in the last tweet #facepalm #sprintsucks #nonservice https://t.co/wjKtf1Qpaj,347558
349826,Sun Oct 08 09:14:22 +0000 2017,"@sprintcare The LG V30, but I can't order it or preorder until the 13th",349825
349829,Sun Oct 08 09:18:34 +0000 2017,@sprintcare This was an actual phone call I had...,349828
349832,Sun Oct 08 09:23:36 +0000 2017,"@sprintcare Fuck this, I'm moving to Google fi!!",349830
349835,Sun Oct 08 09:23:03 +0000 2017,"@sprintcare Yea, I know. The point of this tweet is because I sat on the phone for an hour trying to preorder while someone tried to sell me a iPhone",349831
353421,Sun Oct 08 06:15:29 +0000 2017,@sprintcare  said the same thing to me and all I ended up with was a CS rep blaming Sprint's inept network strategy,353422
353423,Sun Oct 08 05:35:45 +0000 2017,@sprintcare For the past 2 years you bums. @sprintcare should be @35346,353424
353465,Sat Nov 25 04:31:21 +0000 2017,@sprintcare i meant current customers.,353464
354191,Sun Oct 08 14:50:04 +0000 2017,@sprintcare The service sucks. Half the time my phone only works if I'm connected to some wifi,354190
354989,Wed Nov 01 21:51:36 +0000 2017,"@sprintcare Man quit playin, you know y’all got that suck ass service. You probably using Verizon or AT &amp;T",354993
354996,Wed Nov 01 21:56:55 +0000 2017,@sprintcare TN#JustForYouSeeepstakes,354995
355204,Tue Nov 07 17:32:14 +0000 2017,@sprintcare No my@wife and I are having same issues. LTE is not working. Only getting service with wireless.,355203
355205,Tue Nov 07 17:32:30 +0000 2017,@sprintcare Since last night.,355203
357326,Sun Oct 08 15:11:35 +0000 2017,"@sprintcare it concerns me also, will do thank you",357325
361189,Sun Oct 08 17:17:20 +0000 2017,@sprintcare No worries now... your customer service dept did a “stellar” job really helping me out 😒,361188
361893,Sun Oct 08 17:58:26 +0000 2017,@sprintcare You literally can't help me with anything. You can stop lying about the 1% difference,361892
362813,Wed Oct 11 02:26:56 +0000 2017,@sprintcare I am good now fixed it myself by rebooting my phone,362812
363180,Sun Oct 08 19:26:06 +0000 2017,"@sprintcare @202047 Yes, I was just wondering why a wet sponge gets more reception than my phone?",363179
365494,Sun Oct 08 20:07:05 +0000 2017,"@sprintcare And how is talking suppose to help my ""LTE"" speed?",365493
365498,Sun Oct 08 20:01:37 +0000 2017,"@sprintcare @116447 I have to send my phone in for repairs but she made me feel like it was just us and I mattered , not like I was wasting her time.",365497
365499,Sun Oct 08 20:03:07 +0000 2017,"@sprintcare @116447 She treated us the way you treat someone wheather they just signed up or they where a VALUED customer for 15 years, #fireAndy",365497
365821,Sun Oct 08 20:38:51 +0000 2017,@sprintcare Just tried chatting.  They're as useless as Twitter support.  Can't even log into my Sprint account without jumping through hoops.,365820
365826,Sun Oct 08 20:34:38 +0000 2017,@sprintcare I don't see any information on.my contract in My Sprint.  Where do I find it?,365825
366362,Sun Oct 08 21:05:20 +0000 2017,@sprintcare Thank you very much however I still have a chance to switch to another provider and this time I won't lose it.,366361
366373,Sun Oct 08 20:22:49 +0000 2017,"@sprintcare Real easy, walk into Sprint Store ask for my account number w/ID of course. Refuses, hands me Sub ID info instead. GOODBYE",366372
366829,Sun Oct 08 21:21:35 +0000 2017,"@sprintcare Yea please improve the customer service, my issue is still open and am still looking for a resolution",366828
367237,Sun Oct 08 21:13:38 +0000 2017,@sprintcare How do i dm you when my data takes an hour to load 😊😊😊😊😊😊😊,367236
368531,Sun Oct 08 20:52:55 +0000 2017,@sprintcare 🖕🏾,368532
368533,Sun Oct 08 20:38:00 +0000 2017,@sprintcare By giving me my money back,368534
369540,Tue Oct 17 11:35:37 +0000 2017,@sprintcare I had no service for like 1.5-2 hours!! 👿,369543
369652,Wed Oct 18 00:05:37 +0000 2017,@sprintcare @203576 GIVE US GEN 3,369651
369653,Tue Oct 17 23:11:21 +0000 2017,@sprintcare @203578 WE JUST FUCKING WANT GEN 3!!!! Lmao 😂😂😂,369654
370472,Sun Oct 08 22:46:27 +0000 2017,@sprintcare It's actually spelled Kentrell.,370471
370475,Mon Oct 09 01:03:39 +0000 2017,"@sprintcare Just trying to make sure he gets credit. And there was a woman I spoke with before him that was very helpful, but I didn't catch her name.",370474
370477,Mon Oct 09 03:39:03 +0000 2017,@sprintcare Thanks for having awesome employees.,370476
370530,Mon Oct 09 05:27:11 +0000 2017,"@sprintcare It’s a whole going on 😤 can’t download app updates , can’t go on FaceTime w/o it messing up can’t get no REAL LTE service",370529
370534,Mon Oct 09 05:11:00 +0000 2017,@sprintcare Yeah why are you responding to me late at night,370533
370889,Tue Nov 07 22:17:47 +0000 2017,"@sprintcare We were online with your CS, no one seemed to know how to direct us to your military dept. Wanted to debate instead.",370888
370893,Tue Nov 07 22:24:02 +0000 2017,@sprintcare That would be great.  Why didn’t Customer Service go this route?  We have copies of the entire conversation.  The # would be great.,370892
370895,Tue Nov 07 22:30:42 +0000 2017,@sprintcare Thank you Felicia R. 👍,370894
370890,Tue Nov 07 22:16:23 +0000 2017,@sprintcare Your store rep &amp; online rep gave us directions to complete but now those were wrong - but we’re paying for their mistake!,370888
370891,Tue Nov 07 21:51:32 +0000 2017,@sprintcare @203831 @sprintcare soldiers can Terminate their contract if shipping overseas more than 90 days and you will not honor that- Getting BS instead!,370896
371083,Sun Oct 08 22:23:40 +0000 2017,@sprintcare @203874 Except none of your store associates seem to know that. They don’t even seem to know how the trainer rewards site works or even exists,371082
371344,Mon Oct 09 23:17:11 +0000 2017,"@sprintcare I cant even reply to you in a timely manner because service is so poor. I live in AUSTIN, TX, for goodness sake.",371343
371743,Sun Oct 08 23:11:45 +0000 2017,@sprintcare The reception here 18466 is terrible. I was told I get better. Nothing loads 😠😠😠,371742
371746,Sun Oct 08 23:18:48 +0000 2017,@sprintcare Been there 😣😣😣,371745
371752,Sun Oct 08 23:05:46 +0000 2017,"@sprintcare How much would a monthly bill cost for unlimited text and calling, 5gig of data?",371750
372069,Sun Oct 08 23:08:41 +0000 2017,@sprintcare I already dealt with customer service earlier.  They said they can't do any more for me and to go back to store. #fedup,372068
372070,Sun Oct 08 23:16:57 +0000 2017,@sprintcare @sprintcare i am working with Shay W. Now over of the Facebook page.  I just want this resolved.  Shouldn't have to pay for bad service.,372068
372073,Sun Oct 08 23:33:52 +0000 2017,@sprintcare @sprintcare sprinso far just getting started. Not much had been done.,372072
372074,Mon Oct 09 08:02:45 +0000 2017,@sprintcare I am stuck with paying for the phones after I cancelled service.  Could come back &amp; still pay for them. #nothanksSprint,372072
372071,Sun Oct 08 22:57:23 +0000 2017,"@sprintcare I have been billed for a phone i was supposed to get free. Now cancelling service, being told charging me over $300.  Not going to happen.",372075
372729,Sun Oct 08 23:34:35 +0000 2017,@sprintcare I messaged you guys my situation. But this is definitely something @116447 should know about! Becayse im getting nothing but Lies!,372730
373278,Sun Oct 08 23:46:49 +0000 2017,@sprintcare @204450 Hello have a nice day,373277
373529,Mon Oct 09 00:01:08 +0000 2017,"@sprintcare It's pretty straight forward; your site doesn't work. The code loops, then tells me to quit the action in progress before I can proceed",373530
373533,Mon Oct 09 00:32:48 +0000 2017,@sprintcare @116447 One might think it’s about time for some results since all the other companies are up and running. #justsaying,373532
373536,Mon Oct 09 00:40:33 +0000 2017,@sprintcare @116447 Just waiting for some results guys... Just waiting.,373535
373538,Mon Oct 09 10:48:44 +0000 2017,@sprintcare @116447 One can only hope.,373537
373835,Mon Oct 09 01:23:41 +0000 2017,"@sprintcare Just stuff like this for the most part, I'm surprised it even went through to send that complaint https://t.co/KdcACnzwxF",373834
374974,Mon Oct 09 01:31:59 +0000 2017,@sprintcare I already replied an iPhone 6,374973
374977,Mon Oct 09 01:35:43 +0000 2017,@sprintcare 63112 debaliviere and forest park,374976
374975,Mon Oct 09 01:15:33 +0000 2017,@sprintcare iPhone 6,374978
374979,Mon Oct 09 01:11:07 +0000 2017,@sprintcare No and no,374980
374981,Mon Oct 09 01:06:14 +0000 2017,@sprintcare I got 6 texts in a row 20 minutes after they were sent.  This has been happening all day,374982
375209,Sun Oct 08 23:43:02 +0000 2017,@sprintcare You guys didn’t try to help me 😒,375210
375213,Mon Oct 09 01:38:33 +0000 2017,@sprintcare 😂🤦‍♂️,375212
375217,Mon Oct 09 01:41:40 +0000 2017,@sprintcare I never have service 🤔🤔🤔 duh,375216
375461,Mon Oct 09 02:08:58 +0000 2017,@sprintcare starters they are uncouth unwilling to help &amp;rush the call instead of addressing issues -do u want me to explicit on here?,375460
375713,Thu Oct 19 10:21:56 +0000 2017,"@sprintcare @205103 Don't switch it's a scam, they promised me a projector with purchase, switched from project fi, bought 5 phones and now find out it's a lie",375712
377897,Mon Oct 09 04:25:33 +0000 2017,"@sprintcare si, en el area de carolina no tengo servicio de ningun tipo",377896
377898,Mon Oct 09 04:31:42 +0000 2017,@sprintcare ni villa carolina ni carolina pueblo ni valle arriba heights ni villa fontana solo el area del aeropuerto luis muñoz marin,377896
378780,Mon Oct 09 18:51:06 +0000 2017,@sprintcare Service is horrible in my area,378779
383622,Tue Oct 17 19:44:14 +0000 2017,@sprintcare Apple,383621
383626,Tue Oct 17 19:47:35 +0000 2017,@sprintcare Doesn’t work,383624
383623,Tue Oct 17 19:39:27 +0000 2017,"@sprintcare None of your reps can figure out why I can’t activate my iPhone, and ur website... omg! Login fails half the time, buttons don’t work...",383628
383631,Tue Oct 17 19:37:35 +0000 2017,@sprintcare Nope. I'll pay the extra for @att and not get chewed out for price shopping because I didn't want to switch my service that very moment.,383633
383638,Tue Oct 17 19:57:38 +0000 2017,"@sprintcare 1 bar of service, normally 4 bars LTE",383637
383652,Tue Oct 17 20:00:54 +0000 2017,@sprintcare @206887 @sprintcare i'd like to know what to do since I'm not a US resident.. thanks!!!,383651
383655,Tue Oct 17 19:40:21 +0000 2017,@sprintcare Y’all have been looking into it for 2 weeks. I’m on my 3rd ticket. I won’t hold my breath,383654
383659,Tue Oct 17 19:37:33 +0000 2017,@sprintcare Elaborate what?,383658
383662,Tue Oct 17 19:52:44 +0000 2017,@sprintcare It cannot be resolved in 140 characters...,383661
383675,Fri Oct 20 01:27:12 +0000 2017,@sprintcare Okay,383674
383678,Tue Oct 17 20:02:41 +0000 2017,"@sprintcare the general trainer rewards scheme, wondering whether it's global or US only",383677
383680,Tue Oct 17 20:13:58 +0000 2017,@sprintcare Pokémon Go My Trainer Rewards,383679
383992,Fri Oct 06 15:26:14 +0000 2017,@sprintcare ASAP,288761
383993,Fri Oct 06 15:26:04 +0000 2017,@sprintcare i will be doing that now,288761
384282,Mon Oct 09 13:36:22 +0000 2017,@sprintcare ✌@att,384281
384682,Mon Oct 09 13:46:56 +0000 2017,@sprintcare Here's the case number #183331950 She has gone in x3 and no one has cared enough to assist with this. I hope you can resolve this quickly.,384681
384927,Fri Oct 13 18:34:20 +0000 2017,"@sprintcare Facebook. In fact I was just on Facebook and it happened again when I tried to look at a link. No x in the upper right corner, had to reopen",384926
384930,Fri Oct 13 20:06:41 +0000 2017,"@sprintcare Just Facebook so far, I rarely look at links on twitter. I just go back and the second time it’s not there",384929
