tweet_id,customer_message,predicted_intent,similar_customer_message,historical_reply,retrieval_similarity,draft_reply,decision,escalation_reason,reply_score,max_score,reply_quality,quality_reason
213236,@sprintcare Yes please it’s complicated,OTHER,@sprintcare Yes,"@122141 We completely understand in order to assist you, please send us a DM. -KA",0.617,"@122141 We completely understand in order to assist you, please send us a DM. -KA",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
2177413,@sprintcare I want credit for NO service since 9/6. We've been roaming w/difficulty texting and calls not to mention NO INTERNET. Credit date 9/11-10/10,CALLING_ISSUE,@sprintcare No problem I give credit where credit is due!,@680980 Hey! We really appreciate the feedback! Thanks so much! :) -Daulton,0.3009,@680980 Hey! We really appreciate the feedback! Thanks so much! :) -Daulton Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
331129,@sprintcare Y’all be charging me an arm and led that’s what’s up ..,OTHER,@sprintcare Y’all charging me 545 for a mistake y’all made on your end,@290795 Hi there! Can state the issue you're currently experiencing with us today? We are here to help. -JA,0.4834,@290795 Hi there! Can state the issue you're currently experiencing with us today? We are here to help. -JA Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
759279,@sprintcare But I have not gotten the box yet or instructions to return my old phone,DEVICE_OR_UPGRADE,@sprintcare new phone old phone Iphone Andoid. Same ole Shit,"@179890 Hi there! Are you referring that your data is running slow? Are you experiencing dropped calls? Please, let us know. -EF",0.2967,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
57252,@sprintcare Customer support is taking care of me now. Thanks for your promptness.,CUSTOMER_SERVICE,"@sprintcare Ok, but the people in India are taking care of it.",@639450 Please send me a private message so I can look into this for you. - IR,0.4368,@639450 Please send me a private message so I can look into this for you. - IR Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
2414946,@sprintcare Sent you a message.  It would be amazing to sort this out without me spending another week of my life dealing with it.,DM_OR_FOLLOW_UP,@sprintcare Sent a message,"@396419 Hi there! We'd like to look into this issue for you. Please send us a Direct Message, so that we can further assist you. -AA",0.5351,"@396419 Hi there! We'd like to look into this issue for you. Please send us a Direct Message, so that we can further assist you. -AA",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
1177517,@sprintcare Hours with my 2 year old only to be told they couldn’t take one of them back and that we would have to call CS back and get a box.,CALLING_ISSUE,@sprintcare I’ve already spent all afternoon talking to you about it. You told me you couldn’t do anything cos of the tall buildings,@250907 Hi there! Let us take a look into this for you. Shoot us a DM to further assist you with your coverage in area -JA,0.3124,@250907 Hi there! Let us take a look into this for you. Shoot us a DM to further assist you with your coverage in area -JA Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1283837,@sprintcare last night around 3ish. &amp; no it was fine when i woke up this morning.,OTHER,@sprintcare Since last night.,@200392 Having service issues? How long has this been happening? Are you the only person experiencing this issue in your area or household? -AS,0.6258,@200392 Having service issues? How long has this been happening? Are you the only person experiencing this issue in your area or household? -AS,ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
406918,@sprintcare I want 50% off a note,OTHER,@sprintcare Your offer of 50% off on note 8 or s8 leases,"@148368 Hello there! Since we are unable to review previous conversations, we'd like to know in reference to which offer or service are you inquiring today? -AC",0.5573,"@148368 Hello there! Since we are unable to review previous conversations, we'd like to know in reference to which offer or service are you inquiring today? -AC",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
1955886,@sprintcare Can you succeed where countless have failed?  Literally at the @ATT now.  Impress me...,OTHER,@sprintcare Was about to get a new phone and renew my contract. I can literally see the ATT store from here.,@403081 This is not how we like our customers feeling. Can you let us know exactly what you are trying to do at the store? We want to help -MH,0.404,@403081 This is not how we like our customers feeling. Can you let us know exactly what you are trying to do at the store? We want to help -MH Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1522010,.@sprintcare Now it's 11/3/17 I still haven't heard back from you guys! #SprintFail,OTHER,@sprintcare @116447 Haven’t heard back from u guys yesterday any chance u can call me now,@121555 Let Team @116447 look into this for you. We want to get this issue resolved.,0.5369,@121555 Let Team @116447 look into this for you. We want to get this issue resolved.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
2516331,@sprintcare @116447 Ok,OTHER,@sprintcare @116447 Ok,@121555 We apologize for the issues you have experienced. Team @116447 will reach out to you to address your account concerns momentarily.,1.0,@121555 We apologize for the issues you have experienced. Team @116447 will reach out to you to address your account concerns momentarily.,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
427595,@sprintcare Yes sir.  To no avail.  They insinuate that we misunderstand the promotion or policies.  But it's clear they said the words free many times,OTHER,@sprintcare Yes,@513801 Ok and under your roaming settings the data roaming is turned off correct?,0.2682,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
2643029,@sprintcare @717735 @195416 Yes and took to store and they said everything up to date. Lg v20 and iphone 7 same issues same location,DEVICE_OR_UPGRADE,@sprintcare The store said to call @sprintcare,"@818995 Hello, I hate to hear you had an issue with a transaction at a store.  Please return to that store for assistance.",0.3557,"@818995 Hello, I hate to hear you had an issue with a transaction at a store.  Please return to that store for assistance. Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1229185,@sprintcare NEVER. DONT EVEN CARE. JUST FIX YOUR SERVICE CAUSE I LIVE IN A CITY AND THE CONNECTION IS DICK SAUCE,OTHER,@sprintcare Can you fix y'all service? Cause it suck monkey nuts,"@375633 Hey, seems like you're having some issues. Can you elaborate on them, we can assist you. -RL",0.3896,"@375633 Hey, seems like you're having some issues. Can you elaborate on them, we can assist you. -RL Please verify the specific account details before sending.",ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1231738,@sprintcare My girl cheated on me. She has sprint.,OTHER,"@sprintcare Girl, bye","@551006 We're sorry to know that you had to leave our Sprint family &amp; if you need assistance going forward, let us know, so we can help. -MM",0.8161,"@551006 We're sorry to know that you had to leave our Sprint family &amp; if you need assistance going forward, let us know, so we can help. -MM",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
1280353,@sprintcare @116447 Went there. Page couldn't find my address. Need a new phone &amp; plan. Store near me is not corporate. Who can help?,PLAN_OR_PRICING,@sprintcare I probably just need a new phone,@402863 We'd hate to see you leave. Allow us the opportunity to change the way you feel. Tell us what's happening so we can look into the issue. -BC,0.3046,@402863 We'd hate to see you leave. Allow us the opportunity to change the way you feel. Tell us what's happening so we can look into the issue. -BC Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
600473,"@sprintcare Also, @115714 sending folks to an app is how you address an employee refusing to help?!?",CUSTOMER_SERVICE,@sprintcare @115714 Help! 😒,"@587618 @115714 Please, follow us ad DM us your address so we can verify the coverage in your area. - DA https://t.co/rMApsV8PQY",0.3923,"@587618 @115714 Please, follow us ad DM us your address so we can verify the coverage in your area. - DA https://t.co/rMApsV8PQY Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
2874190,@sprintcare Free iPhone 8+.,DEVICE_OR_UPGRADE,@sprintcare Free??,@774947 No! you can have access to Hulu from any smartphone. -JM,0.7102,@774947 No! you can have access to Hulu from any smartphone. -JM,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
216917,@sprintcare Just data. It started this morning before 11am and I know of other people in the area having the same problems.,MOBILE_DATA_ISSUE,@sprintcare Everywhere. Just data.,"@382105 Are you experiencing the issue indoors at your location or is it happening everywhere? Is the issue is affecting talk, text or data? -BC",0.4913,"@382105 Are you experiencing the issue indoors at your location or is it happening everywhere? Is the issue is affecting talk, text or data? -BC Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
875714,"@sprintcare Bunch of crooks went in to upgrade phone, took 3 hours &amp;they still hadnt downloaded old phone onto new one, i voided sale but kept my money!",DEVICE_OR_UPGRADE,"@sprintcare You’re a bunch of crooks, you don’t care about happy customers, y’all just want money, save me the BS",@116173 This is concerning. What makes you feel this way? What seems to be the issue? We'll be happy to assist. -JD,0.3363,@116173 This is concerning. What makes you feel this way? What seems to be the issue? We'll be happy to assist. -JD Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
2399014,@sprintcare I have no LTE or 4g 💀,MOBILE_DATA_ISSUE,@sprintcare Because there's never any LTE!,@118439 Hi there! What makes you feel this way? -RL,0.7705,@118439 Hi there! What makes you feel this way? -RL,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
2414969,@sprintcare Oh yes,OTHER,"@sprintcare Oh, I have an earful for you.","@180219 Hi Olivia, this isn't what we like to hear from customers. What issues are you experiencing? Let us know! -RL",0.6571,"@180219 Hi Olivia, this isn't what we like to hear from customers. What issues are you experiencing? Let us know! -RL",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
337625,@sprintcare My question to you @115714: How is it your operators can't contact stores that sell your contracts/products? So frustrating.,OTHER,@sprintcare @115714 I have a question.,Someone stole my phone!!! #mobilelifestyle #sprintcommunity @115714 https://t.co/qmwVKRFhV7,0.2785,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
860262,@sprintcare Is my Sprint having troubles today? I tried to log in and it was super weird,OTHER,@sprintcare Even if you already have Sprint,"@774947 Yes! Is total free of charge, please visit this link for more information. https://t.co/9iQNtDIXhz . -JM",0.2958,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1432802,@sprintcare Something doesn’t add up there,OTHER,@sprintcare Doesn’t work,"@206880 To activate or swap your device, visit https://t.co/WBaPWsWjPb  and follow the on-screen instructions. -RL",0.5872,"@206880 To activate or swap your device, visit https://t.co/WBaPWsWjPb  and follow the on-screen instructions. -RL",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2375530,@sprintcare Yes that’s why I asked specifically about the iPhone...,DEVICE_OR_UPGRADE,"@sprintcare Yes, please",@474216 May we send you a secure link to verify the RMA #?,0.5199,@474216 May we send you a secure link to verify the RMA #?,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
1604786,@sprintcare I did that an hour ago. Thanks.,GENERAL_FEEDBACK,"@sprintcare I did DM you over an hour ago, would you still like to help?","@268319 Hi there! We saw your Tweet and we would like to help. Please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY",0.5881,"@268319 Hi there! We saw your Tweet and we would like to help. Please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
271096,@sprintcare @116447 You mean like this ? Nobody contacted me back. So what do you advice ? https://t.co/nKgKsp5ef0,OTHER,@sprintcare @116447 Mm https://t.co/JwVUjqFmn0,"@274957 Team @116447 attempted to reach you today, we regret we were unsuccessful. Please DM us the best time to reach back out. https://t.co/FhkhSOXEjV",0.4602,"@274957 Team @116447 attempted to reach you today, we regret we were unsuccessful. Please DM us the best time to reach back out. https://t.co/FhkhSOXEjV Please verify the specific account details before sending.",ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1808073,"@sprintcare I'm from Sweden so, welp. https://t.co/R39aZIKFVn",OTHER,@sprintcare @211435  https://t.co/wGyQ6n1wkx,"@211435 Hi there, thanks for reaching out to us. Please elaborate the issue you are having today? We are happy to help. -RM",0.4367,"@211435 Hi there, thanks for reaching out to us. Please elaborate the issue you are having today? We are happy to help. -RM Please verify the specific account details before sending.",ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
2595354,@sprintcare @116447 Feel free to try. I already sent my contact number.,BILLING_CHARGES,@sprintcare Please feel free to individually invite me to your service.,"@585931 Hi there! We invite you to visit our official website: https://t.co/RnsOW4yVZq  to see everything related to our services and products, new offers and latest promotions. - JL https://t.co/rMApsV8PQY",0.4428,"@585931 Hi there! We invite you to visit our official website: https://t.co/RnsOW4yVZq  to see everything related to our services and products, new offers and latest promotions. - JL https://t.co/rMApsV8PQY Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1510807,@sprintcare @116447 Kk,OTHER,"@sprintcare I’m sure it is KK, but hold on. 😒","@__twitty__ This is very concerning and we'd like to help you. Please send us a Direct Message, so that we can further assist you. -KK",0.577,"@__twitty__ This is very concerning and we'd like to help you. Please send us a Direct Message, so that we can further assist you. -KK",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
756001,@sprintcare Assist me how ?,OTHER,@sprintcare You can’t assist sucky service. JS 🤷🏻‍♀️,@139646 Hey! What's going on? Please let us know to assist with your matter. - EG,0.9512,@139646 Hey! What's going on? Please let us know to assist with your matter. - EG,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
425828,"@sprintcare Terrible!!! I have a huge conference in a few days - imagine: the social media manager, unable to post to social. :'(",CUSTOMER_SERVICE,@sprintcare My dates on and my WiFi but I can’t post on social media it keeps failing to post?!?,@812677 Oh no! What is going on? -JM,0.5193,@812677 Oh no! What is going on? -JM,ESCALATE,Customer frustration: terrible,1,4,WEAK,Weak acknowledgement/help; No clear next step
1277541,@sprintcare 08096,OTHER,@sprintcare 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂fuckyøu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",1.0,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1743411,@sprintcare @525848 False. Pokemon GO is available virtually world wide. @160285 tweets are global. This is a global advertisement. That is all.,OTHER,@sprintcare I just got on global roaming and it never asked me to upgrade to high speed. How do I force it manually? In Bangkok already,@127280 ... you to contact our International Department dialing 888-226-7212 or https://t.co/aN4RVhDy8I. (2/2) -LR.,0.2181,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
448011,@sprintcare @116447 DM stands for what? Please,DM_OR_FOLLOW_UP,@sprintcare @116447 Who am I to DM?,@485978 This concerns us. Customer service is one of our main priorities and we're not happy to hear this. Pls DM if Team @116447 can assist https://t.co/k5qkHi0FMi,0.7639,@485978 This concerns us. Customer service is one of our main priorities and we're not happy to hear this. Pls DM if Team @116447 can assist https://t.co/k5qkHi0FMi,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
395817,@sprintcare How come my service is worse than it was 5 years ago?,OTHER,"@sprintcare Well, you laid me off 4 years ago..... so... nothing?",@453388 Sounds like something we should look into. What's going on? -JT,0.557,@453388 Sounds like something we should look into. What's going on? -JT,ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
1510797,@sprintcare @470666 SprintBot.,OTHER,@sprintcare 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂fuckyøu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",1.0,"@821705 Your business is important for us, and we don't want to see you going anywhere! Please DM us so we can talk!",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1268159,@sprintcare Yes and yes,OTHER,"@sprintcare Why, yes, yes I do.","@330401 Hi there, we can offer you a free Unlimited Plan for one year. Do you own your own device from Verizon? -DR",1.0,"@330401 Hi there, we can offer you a free Unlimited Plan for one year. Do you own your own device from Verizon? -DR",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2374051,@sprintcare Nothing was resolved.,OTHER,@sprintcare It has not be resolved,@347773 We apologize for the delayed response can you please confirm for us if your situation was resolved? -JJ,1.0,@347773 We apologize for the delayed response can you please confirm for us if your situation was resolved? -JJ,ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
344532,@sprintcare @116447 Thanks so much!,GENERAL_FEEDBACK,@sprintcare @116447 Thanks very much,@157812 Please contact us at 888-211-4727. Thank you.  -Team @116447,1.0,@157812 Please contact us at 888-211-4727. Thank you.  -Team @116447,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help
913983,@sprintcare I just sent messages  . The call dropped when I was put on hold,CALLING_ISSUE,@sprintcare Just sent,@665691 Hi there! This looks like something we need to check. Send us a DM and we'll help. We'll await your message. - MP,0.5765,@665691 Hi there! This looks like something we need to check. Send us a DM and we'll help. We'll await your message. - MP,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
100725,"@sprintcare 3 LTE, and many locations. From Georgia to East Tennessee.",MOBILE_DATA_ISSUE,@sprintcare Because there's never any LTE!,@118439 Hi there! What makes you feel this way? -RL,0.4891,@118439 Hi there! What makes you feel this way? -RL Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1991669,"@sprintcare Already did but I get the same results witch is the 14 but People preorder it on the 28,29,30 and they get their phone on release day.",DEVICE_OR_UPGRADE,@sprintcare I did.,"@115712 Can you please send us a private message, so that I can gain further details about your account?",0.2916,Thanks for reaching out. We'd like to understand the issue better and help with the next steps. Please send us a DM with the relevant details so our support team can assist.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
713586,@sprintcare what are my options for having a better signal while at work. I have ppl that have the same ... https://t.co/B4PTVWRkSh,NETWORK_COVERAGE,@sprintcare What options on the iPhone X?,@272961 Good afternoon. We would be more than happy to assist you with your switch! We have several offers to suit your needs!,0.4469,@272961 Good afternoon. We would be more than happy to assist you with your switch! We have several offers to suit your needs! Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1990804,@sprintcare Error message—&gt; ! (In red),OTHER,@sprintcare what is error t9002?,@379195 Visual Voicemail is an enhanced MRC (1.99 old rate/ 2.99 as of April 2014) service that is subscribed and canceled via the Application. -JJ,0.5567,@379195 Visual Voicemail is an enhanced MRC (1.99 old rate/ 2.99 as of April 2014) service that is subscribed and canceled via the Application. -JJ,ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
2383836,@sprintcare Yea tried that an hour ago. No help given,CUSTOMER_SERVICE,@sprintcare Yea,"@319522 Hey! Is there anything you'd like us to look into for you? If so, please send us a DM so we can further assist you. -JA.",0.5654,"@319522 Hey! Is there anything you'd like us to look into for you? If so, please send us a DM so we can further assist you. -JA.",AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
1827995,@sprintcare Its fine now thanks,GENERAL_FEEDBACK,@sprintcare Everything is fine now. Thanks for your speedy response.,"@498184 There was a nationwide outage impacting all data services, but it is already resolved. Are you still having issues? - RR",0.7953,"@498184 There was a nationwide outage impacting all data services, but it is already resolved. Are you still having issues? - RR",AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help
519045,@sprintcare @116447 You can only send a DM if we (he &amp; I) followed each other. Right?,DM_OR_FOLLOW_UP,@sprintcare @181845 Are you serious @sprintcare @116447 send a DM? You still don't get network down everywhere!! Seriously?,@181845 Send us a DM so we can further assist. - SP,0.5311,@181845 Send us a DM so we can further assist. - SP,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
916032,@sprintcare Its not working great tho 🙁,GENERAL_FEEDBACK,@sprintcare Seems to be working great now.,"@498211 Hey! Are you still experiencing the issues? Let me know, please send us a Direct Message, so that we can further assist you. -SJ",0.8949,"@498211 Hey! Are you still experiencing the issues? Let me know, please send us a Direct Message, so that we can further assist you. -SJ",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Meets basic support-reply criteria
2862985,@sprintcare I can reapply in six month....,WEBSITE_OR_APP,@sprintcare Nope ....2xs I've tired i show up with identification and then i get turned down i can reapply in 6 months...,@663465 What happened when you tried to switch over to Sprint?  I am the one that sent you to attempt to join online. -MB,0.4696,@663465 What happened when you tried to switch over to Sprint?  I am the one that sent you to attempt to join online. -MB Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1763442,"@sprintcare Si, buscando mejor oferta en planes y comprar un celular",PLAN_OR_PRICING,"@sprintcare si, en el area de carolina no tengo servicio de ningun tipo","@205672 ¡Saludos! Esta usted experimentando algún tipo de problemas? Si es así, por favor déjenos saber! -MK",0.3601,"@205672 ¡Saludos! Esta usted experimentando algún tipo de problemas? Si es así, por favor déjenos saber! -MK Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
2772550,@sprintcare Even if you already have Sprint,OTHER,@sprintcare Since I move to sprint,@448473 Hey Carlos. The screenshots are cause for concern. How long has this been happening? Is it in multiple locations? Anyone else affected? - DW,1.0,@448473 Hey Carlos. The screenshots are cause for concern. How long has this been happening? Is it in multiple locations? Anyone else affected? - DW,ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
1169183,@sprintcare 80503,OTHER,@sprintcare More than once or not.,"@428353 We understand, we're all excited about the amazing iPhone X. Please allow us a moment. Our website is still under maintenance. - RC",1.0,"@428353 We understand, we're all excited about the amazing iPhone X. Please allow us a moment. Our website is still under maintenance. - RC",ESCALATE,Intent could not be confidently classified,1,4,WEAK,Weak acknowledgement/help; Does not request clarification
86599,@sprintcare Ive already done that. Been by my local Sprint store. There's nothing wrong with my phone. Its the lack of cell towers in my area.,NETWORK_COVERAGE,@sprintcare To get a restriction on his line because something is wrong with his phone. The bill amount however is still the same,@390508 Hello there! This is definitely not the kind of feedback we like to receive. Please tell us  what made you feel this way. -JR,0.3631,@390508 Hello there! This is definitely not the kind of feedback we like to receive. Please tell us  what made you feel this way. -JR Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
1727826,"@sprintcare I’ve been checking, customer service has said it will ship by Friday",CUSTOMER_SERVICE,@sprintcare They’ve done that before,@121555 We can check the towers on your area.,0.3519,@121555 We can check the towers on your area. Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
448005,"@sprintcare @116447 I bought the handset at Sprint Store no 240 at Westminster, California on 11/17/2017",OTHER,"@sprintcare @116447 And that gets me latest news, of which last update is 11/6/17",@711726 Check out https://t.co/jynCKmVWwr for the full details.  Team @116447.,0.4399,@711726 Check out https://t.co/jynCKmVWwr for the full details.  Team @116447. Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
2624354,@sprintcare Still waiting.,OTHER,@sprintcare Still waiting....,"@209149 Annie, I'm not sure what your talking about but would be happy to assist you.  There are different programs, please DM me. -MB",1.0,"@209149 Annie, I'm not sure what your talking about but would be happy to assist you.  There are different programs, please DM me. -MB",ESCALATE,Intent could not be confidently classified,2,4,ACCEPTABLE,Does not request clarification
1305143,"@sprintcare @424975 Feel the same way. For as much as I pay a month, @115714 service is awful and for sure switching asap",BILLING_CHARGES,@sprintcare Nopeeee! I have been though this already.. every last one of your costumers feel the same way!,@359248 We hate to hear you wanting to leave sprint. We can do some troubleshooting if you like to see if we can get the data working.,0.3263,@359248 We hate to hear you wanting to leave sprint. We can do some troubleshooting if you like to see if we can get the data working. Please verify the specific account details before sending.,ESCALATE,Customer frustration: switching,2,4,ACCEPTABLE,Weak acknowledgement/help
2806275,"@sprintcare Sure but acknowledge the bet for $100 publically, double or nothing?",CALLING_ISSUE,@sprintcare sure,@413469 May we send you a secure link to help you with this?,0.4159,@413469 May we send you a secure link to help you with this? Please verify the specific account details before sending.,AUTO_HANDLE,Routine support request with recognizable intent,3,4,GOOD,Meets basic support-reply criteria
2733158,@sprintcare It's already has!!! What's the point now!?!? YOU HAVE MY SS# AND OF LAST WEEK HAD MY BANK ACCT#!,OTHER,@sprintcare No mine should be here at some point tomorrow...I have AT&amp;T,@464564 Let us take a look into this for you. Shoot us a D to assist. -JA,0.3956,@464564 Let us take a look into this for you. Shoot us a D to assist. -JA Please verify the specific account details before sending.,ESCALATE,Intent could not be confidently classified,3,4,GOOD,Meets basic support-reply criteria
1698485,"@sprintcare Thanks, looking at plans now",PLAN_OR_PRICING,@sprintcare I️ am looking at the plans,@509095 Please come on over I we will be happy to have you in the Sprint family. Great deals on phones great prices on plans. -FR,0.652,@509095 Please come on over I we will be happy to have you in the Sprint family. Great deals on phones great prices on plans. -FR,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help; No clear next step
894757,@sprintcare @116447 Great Sprint service,GENERAL_FEEDBACK,@sprintcare @116447 Great. Thank U!,@380821 Team @116447 is here if you have any additional questions.,0.6039,@380821 Team @116447 is here if you have any additional questions.,AUTO_HANDLE,Routine support request with recognizable intent,1,4,WEAK,Weak acknowledgement/help
1429905,@sprintcare Is the UPS delivery date also estimates?,SHIPPING_OR_ORDER,@sprintcare I was asking the person that tweeted you what his original delivery date was,"@250288 Hi there, can you elaborate more please? -SH",0.4543,"@250288 Hi there, can you elaborate more please? -SH Please verify the specific account details before sending.",AUTO_HANDLE,Routine support request with recognizable intent,2,4,ACCEPTABLE,Weak acknowledgement/help
